frequency_hz,level_dbv_power_mean,supply,input_condition
66.307252,-104.536674,tiresias_avdd,minus6_dbv
68.250203,-104.015400,tiresias_avdd,minus6_dbv
70.250086,-104.283907,tiresias_avdd,minus6_dbv
72.308571,-103.440081,tiresias_avdd,minus6_dbv
74.427374,-102.510614,tiresias_avdd,minus6_dbv
76.608262,-100.592579,tiresias_avdd,minus6_dbv
78.853056,-82.921086,tiresias_avdd,minus6_dbv
81.163627,-75.214683,tiresias_avdd,minus6_dbv
83.541903,-102.102501,tiresias_avdd,minus6_dbv
85.989867,-103.026375,tiresias_avdd,minus6_dbv
88.509563,-105.679116,tiresias_avdd,minus6_dbv
91.103091,-105.730223,tiresias_avdd,minus6_dbv
93.772615,-105.589496,tiresias_avdd,minus6_dbv
96.520362,-105.752111,tiresias_avdd,minus6_dbv
99.348625,-97.600089,tiresias_avdd,minus6_dbv
102.259762,-110.489619,tiresias_avdd,minus6_dbv
105.256202,-111.273172,tiresias_avdd,minus6_dbv
108.340444,-107.481145,tiresias_avdd,minus6_dbv
111.515061,-107.417754,tiresias_avdd,minus6_dbv
114.782702,-107.684573,tiresias_avdd,minus6_dbv
118.146092,-100.258926,tiresias_avdd,minus6_dbv
121.608036,-97.542705,tiresias_avdd,minus6_dbv
125.171424,-107.409774,tiresias_avdd,minus6_dbv
128.839227,-107.921556,tiresias_avdd,minus6_dbv
132.614504,-109.385256,tiresias_avdd,minus6_dbv
136.500406,-107.696986,tiresias_avdd,minus6_dbv
140.500173,-101.036645,tiresias_avdd,minus6_dbv
144.617142,-105.784129,tiresias_avdd,minus6_dbv
148.854748,-107.199242,tiresias_avdd,minus6_dbv
153.216525,-105.934397,tiresias_avdd,minus6_dbv
157.706112,-83.400284,tiresias_avdd,minus6_dbv
162.327254,-84.633149,tiresias_avdd,minus6_dbv
167.083805,-106.361905,tiresias_avdd,minus6_dbv
171.979734,-107.611369,tiresias_avdd,minus6_dbv
177.019125,-107.963527,tiresias_avdd,minus6_dbv
182.206182,-107.393064,tiresias_avdd,minus6_dbv
187.545230,-107.629517,tiresias_avdd,minus6_dbv
193.040725,-106.715759,tiresias_avdd,minus6_dbv
198.697250,-83.158441,tiresias_avdd,minus6_dbv
204.519524,-104.753623,tiresias_avdd,minus6_dbv
210.512403,-105.985589,tiresias_avdd,minus6_dbv
216.680888,-103.968493,tiresias_avdd,minus6_dbv
223.030122,-106.210118,tiresias_avdd,minus6_dbv
229.565404,-110.112975,tiresias_avdd,minus6_dbv
236.292183,-108.575733,tiresias_avdd,minus6_dbv
243.216073,-107.416454,tiresias_avdd,minus6_dbv
250.342848,-109.614764,tiresias_avdd,minus6_dbv
257.678453,-103.713909,tiresias_avdd,minus6_dbv
265.229008,-107.990140,tiresias_avdd,minus6_dbv
273.000811,-106.673544,tiresias_avdd,minus6_dbv
281.000346,-84.887759,tiresias_avdd,minus6_dbv
289.234284,-107.927757,tiresias_avdd,minus6_dbv
297.709496,-109.354777,tiresias_avdd,minus6_dbv
306.433050,-108.443929,tiresias_avdd,minus6_dbv
315.412224,-101.635335,tiresias_avdd,minus6_dbv
324.654507,-86.573813,tiresias_avdd,minus6_dbv
334.167610,-108.656254,tiresias_avdd,minus6_dbv
343.959469,-105.166197,tiresias_avdd,minus6_dbv
354.038251,-110.235091,tiresias_avdd,minus6_dbv
364.412363,-108.135199,tiresias_avdd,minus6_dbv
375.090460,-106.625796,tiresias_avdd,minus6_dbv
386.081450,-108.453333,tiresias_avdd,minus6_dbv
397.394500,-86.721034,tiresias_avdd,minus6_dbv
409.039048,-108.267612,tiresias_avdd,minus6_dbv
421.024807,-109.385269,tiresias_avdd,minus6_dbv
433.361775,-106.565163,tiresias_avdd,minus6_dbv
446.060244,-88.240529,tiresias_avdd,minus6_dbv
459.130807,-106.269971,tiresias_avdd,minus6_dbv
472.584367,-110.972850,tiresias_avdd,minus6_dbv
486.432146,-107.794567,tiresias_avdd,minus6_dbv
500.685695,-107.201121,tiresias_avdd,minus6_dbv
515.356906,-88.087390,tiresias_avdd,minus6_dbv
530.458016,-109.043323,tiresias_avdd,minus6_dbv
546.001623,-109.498080,tiresias_avdd,minus6_dbv
562.000691,-89.519732,tiresias_avdd,minus6_dbv
578.468569,-106.547578,tiresias_avdd,minus6_dbv
595.418991,-109.467606,tiresias_avdd,minus6_dbv
612.866100,-107.463742,tiresias_avdd,minus6_dbv
630.824447,-91.433381,tiresias_avdd,minus6_dbv
649.309014,-92.510553,tiresias_avdd,minus6_dbv
668.335221,-109.151195,tiresias_avdd,minus6_dbv
687.918938,-90.831431,tiresias_avdd,minus6_dbv
708.076501,-107.657437,tiresias_avdd,minus6_dbv
728.824726,-109.305793,tiresias_avdd,minus6_dbv
750.180921,-89.340794,tiresias_avdd,minus6_dbv
772.162900,-107.519945,tiresias_avdd,minus6_dbv
794.789000,-91.622441,tiresias_avdd,minus6_dbv
818.078095,-107.289286,tiresias_avdd,minus6_dbv
842.049613,-109.652452,tiresias_avdd,minus6_dbv
866.723550,-106.905105,tiresias_avdd,minus6_dbv
892.120489,-91.294966,tiresias_avdd,minus6_dbv
918.261614,-92.538446,tiresias_avdd,minus6_dbv
945.168733,-88.638403,tiresias_avdd,minus6_dbv
972.864291,-107.513473,tiresias_avdd,minus6_dbv
1001.371391,-23.648727,tiresias_avdd,minus6_dbv
1030.713812,-93.397186,tiresias_avdd,minus6_dbv
1060.916032,-107.670003,tiresias_avdd,minus6_dbv
1092.003245,-108.310148,tiresias_avdd,minus6_dbv
1124.001383,-92.307034,tiresias_avdd,minus6_dbv
1156.937137,-94.017319,tiresias_avdd,minus6_dbv
1190.837983,-107.911359,tiresias_avdd,minus6_dbv
1225.732199,-91.558679,tiresias_avdd,minus6_dbv
1261.648894,-94.751269,tiresias_avdd,minus6_dbv
1298.618029,-94.796930,tiresias_avdd,minus6_dbv
1336.670442,-108.506528,tiresias_avdd,minus6_dbv
1375.837875,-92.379339,tiresias_avdd,minus6_dbv
1416.153002,-95.486582,tiresias_avdd,minus6_dbv
1457.649452,-108.231878,tiresias_avdd,minus6_dbv
1500.361842,-91.250155,tiresias_avdd,minus6_dbv
1544.325799,-108.159440,tiresias_avdd,minus6_dbv
1589.577999,-93.117235,tiresias_avdd,minus6_dbv
1636.156190,-96.856397,tiresias_avdd,minus6_dbv
1684.099226,-108.160105,tiresias_avdd,minus6_dbv
1733.447100,-93.712455,tiresias_avdd,minus6_dbv
1784.240977,-97.383673,tiresias_avdd,minus6_dbv
1836.523229,-93.981497,tiresias_avdd,minus6_dbv
1890.337467,-95.791012,tiresias_avdd,minus6_dbv
1945.728583,-94.295355,tiresias_avdd,minus6_dbv
2002.742782,-98.315976,tiresias_avdd,minus6_dbv
2061.427625,-94.545844,tiresias_avdd,minus6_dbv
2121.832065,-98.824175,tiresias_avdd,minus6_dbv
2184.006490,-95.138624,tiresias_avdd,minus6_dbv
2248.002765,-99.522391,tiresias_avdd,minus6_dbv
2313.874274,-95.449223,tiresias_avdd,minus6_dbv
2381.675966,-99.930200,tiresias_avdd,minus6_dbv
2451.464399,-94.817266,tiresias_avdd,minus6_dbv
2523.297789,-104.473129,tiresias_avdd,minus6_dbv
2597.236057,-95.505546,tiresias_avdd,minus6_dbv
2673.340883,-96.843865,tiresias_avdd,minus6_dbv
2751.675750,-101.519639,tiresias_avdd,minus6_dbv
2832.306004,-95.238868,tiresias_avdd,minus6_dbv
2915.298905,-97.492118,tiresias_avdd,minus6_dbv
3000.723683,-96.632493,tiresias_avdd,minus6_dbv
3088.651599,-101.945034,tiresias_avdd,minus6_dbv
3179.155999,-97.343065,tiresias_avdd,minus6_dbv
3272.312380,-98.718444,tiresias_avdd,minus6_dbv
3368.198452,-98.056706,tiresias_avdd,minus6_dbv
3466.894200,-103.795983,tiresias_avdd,minus6_dbv
3568.481954,-98.705308,tiresias_avdd,minus6_dbv
3673.046457,-99.152360,tiresias_avdd,minus6_dbv
3780.674934,-98.245372,tiresias_avdd,minus6_dbv
3891.457165,-99.988098,tiresias_avdd,minus6_dbv
4005.485564,-100.322971,tiresias_avdd,minus6_dbv
4122.855250,-100.772200,tiresias_avdd,minus6_dbv
4243.664130,-101.147178,tiresias_avdd,minus6_dbv
4368.012981,-100.695565,tiresias_avdd,minus6_dbv
4496.005531,-101.981957,tiresias_avdd,minus6_dbv
4627.748549,-101.712795,tiresias_avdd,minus6_dbv
4763.351932,-102.806556,tiresias_avdd,minus6_dbv
4902.928797,-101.267286,tiresias_avdd,minus6_dbv
5046.595577,-103.290435,tiresias_avdd,minus6_dbv
5194.472115,-103.451100,tiresias_avdd,minus6_dbv
5346.681766,-104.439818,tiresias_avdd,minus6_dbv
5503.351500,-102.990060,tiresias_avdd,minus6_dbv
5664.612008,-102.134927,tiresias_avdd,minus6_dbv
5830.597810,-105.517194,tiresias_avdd,minus6_dbv
6001.447367,-104.059003,tiresias_avdd,minus6_dbv
6177.303198,-106.343194,tiresias_avdd,minus6_dbv
6358.311998,-104.849028,tiresias_avdd,minus6_dbv
6544.624761,-106.931021,tiresias_avdd,minus6_dbv
6736.396904,-105.723190,tiresias_avdd,minus6_dbv
6933.788400,-105.683309,tiresias_avdd,minus6_dbv
7136.963909,-107.998405,tiresias_avdd,minus6_dbv
7346.092914,-107.259267,tiresias_avdd,minus6_dbv
7561.349867,-107.077893,tiresias_avdd,minus6_dbv
7782.914330,-108.195526,tiresias_avdd,minus6_dbv
8010.971128,-107.396807,tiresias_avdd,minus6_dbv
8245.710500,-108.862029,tiresias_avdd,minus6_dbv
8487.328260,-109.345440,tiresias_avdd,minus6_dbv
8736.025961,-109.476883,tiresias_avdd,minus6_dbv
8992.011061,-109.635635,tiresias_avdd,minus6_dbv
9255.497097,-109.639659,tiresias_avdd,minus6_dbv
9526.703863,-109.682141,tiresias_avdd,minus6_dbv
9805.857594,-109.562121,tiresias_avdd,minus6_dbv
10093.191154,-109.901133,tiresias_avdd,minus6_dbv
10388.944230,-109.522905,tiresias_avdd,minus6_dbv
10693.363532,-109.368857,tiresias_avdd,minus6_dbv
11006.703001,-109.329845,tiresias_avdd,minus6_dbv
11329.224017,-109.083657,tiresias_avdd,minus6_dbv
11661.195620,-109.539132,tiresias_avdd,minus6_dbv
12002.894734,-109.160718,tiresias_avdd,minus6_dbv
12354.606395,-109.218294,tiresias_avdd,minus6_dbv
12716.623996,-109.339605,tiresias_avdd,minus6_dbv
13089.249521,-109.315481,tiresias_avdd,minus6_dbv
13472.793808,-109.417884,tiresias_avdd,minus6_dbv
13867.576801,-109.465139,tiresias_avdd,minus6_dbv
14273.927818,-109.671339,tiresias_avdd,minus6_dbv
14692.185828,-109.755249,tiresias_avdd,minus6_dbv
15122.699734,-109.786044,tiresias_avdd,minus6_dbv
15565.828661,-109.966451,tiresias_avdd,minus6_dbv
16021.942256,-109.347957,tiresias_avdd,minus6_dbv
16491.420999,-110.160733,tiresias_avdd,minus6_dbv
16974.656520,-110.328492,tiresias_avdd,minus6_dbv
17472.051922,-110.234620,tiresias_avdd,minus6_dbv
17984.022122,-110.235107,tiresias_avdd,minus6_dbv
18510.994194,-110.113597,tiresias_avdd,minus6_dbv
19053.407727,-110.131709,tiresias_avdd,minus6_dbv
19611.715189,-110.028700,tiresias_avdd,minus6_dbv
20186.382308,-110.083881,tiresias_avdd,minus6_dbv
20777.888460,-109.931689,tiresias_avdd,minus6_dbv
21386.727064,-110.010503,tiresias_avdd,minus6_dbv
20.290907,-105.579626,eval_onboard,no_input
20.885476,-106.536000,eval_onboard,no_input
21.497467,-105.754239,eval_onboard,no_input
22.127391,-102.073556,eval_onboard,no_input
22.775773,-104.626865,eval_onboard,no_input
23.443154,-103.277000,eval_onboard,no_input
24.130091,-103.309205,eval_onboard,no_input
24.837156,-106.577853,eval_onboard,no_input
25.564940,-105.384331,eval_onboard,no_input
26.314050,-102.841560,eval_onboard,no_input
27.085111,-104.021440,eval_onboard,no_input
27.878765,-106.101704,eval_onboard,no_input
28.695675,-103.960480,eval_onboard,no_input
29.536523,-106.447602,eval_onboard,no_input
30.402009,-109.275129,eval_onboard,no_input
31.292856,-107.022627,eval_onboard,no_input
32.209807,-104.149914,eval_onboard,no_input
33.153626,-105.681666,eval_onboard,no_input
34.125101,-104.940615,eval_onboard,no_input
35.125043,-106.782312,eval_onboard,no_input
36.154286,-106.392668,eval_onboard,no_input
37.213687,-108.583476,eval_onboard,no_input
38.304131,-108.057736,eval_onboard,no_input
39.426528,-107.776362,eval_onboard,no_input
40.581813,-107.087156,eval_onboard,no_input
41.770951,-107.012032,eval_onboard,no_input
42.994934,-107.229184,eval_onboard,no_input
44.254781,-105.720411,eval_onboard,no_input
45.551545,-106.860610,eval_onboard,no_input
46.886308,-106.306078,eval_onboard,no_input
48.260181,-104.822370,eval_onboard,no_input
49.674312,-106.889993,eval_onboard,no_input
51.129881,-107.165946,eval_onboard,no_input
52.628101,-108.071173,eval_onboard,no_input
54.170222,-108.978449,eval_onboard,no_input
55.757531,-107.427055,eval_onboard,no_input
57.391351,-110.520220,eval_onboard,no_input
59.073046,-108.048608,eval_onboard,no_input
60.804018,-105.872604,eval_onboard,no_input
62.585712,-108.778047,eval_onboard,no_input
64.419613,-107.786113,eval_onboard,no_input
66.307252,-106.298002,eval_onboard,no_input
68.250203,-107.979498,eval_onboard,no_input
70.250086,-109.115033,eval_onboard,no_input
72.308571,-108.526244,eval_onboard,no_input
74.427374,-109.867438,eval_onboard,no_input
76.608262,-108.806832,eval_onboard,no_input
78.853056,-109.075398,eval_onboard,no_input
81.163627,-108.921540,eval_onboard,no_input
83.541903,-107.642236,eval_onboard,no_input
85.989867,-109.063643,eval_onboard,no_input
88.509563,-109.171451,eval_onboard,no_input
91.103091,-109.364751,eval_onboard,no_input
93.772615,-109.785301,eval_onboard,no_input
96.520362,-111.421891,eval_onboard,no_input
99.348625,-110.105560,eval_onboard,no_input
102.259762,-109.567583,eval_onboard,no_input
105.256202,-109.836172,eval_onboard,no_input
108.340444,-111.485451,eval_onboard,no_input
111.515061,-111.006408,eval_onboard,no_input
114.782702,-111.833023,eval_onboard,no_input
118.146092,-110.503538,eval_onboard,no_input
121.608036,-109.390392,eval_onboard,no_input
125.171424,-110.823433,eval_onboard,no_input
128.839227,-111.074524,eval_onboard,no_input
132.614504,-109.862137,eval_onboard,no_input
136.500406,-110.716120,eval_onboard,no_input
140.500173,-112.590559,eval_onboard,no_input
144.617142,-111.322571,eval_onboard,no_input
148.854748,-108.881609,eval_onboard,no_input
153.216525,-109.889116,eval_onboard,no_input
157.706112,-109.345621,eval_onboard,no_input
162.327254,-110.606232,eval_onboard,no_input
167.083805,-110.817142,eval_onboard,no_input
171.979734,-111.281477,eval_onboard,no_input
177.019125,-109.299848,eval_onboard,no_input
182.206182,-109.878388,eval_onboard,no_input
187.545230,-110.118893,eval_onboard,no_input
193.040725,-110.638008,eval_onboard,no_input
198.697250,-110.862231,eval_onboard,no_input
204.519524,-110.389909,eval_onboard,no_input
210.512403,-110.439557,eval_onboard,no_input
216.680888,-110.936267,eval_onboard,no_input
223.030122,-110.320513,eval_onboard,no_input
229.565404,-111.822631,eval_onboard,no_input
236.292183,-109.642388,eval_onboard,no_input
243.216073,-109.612268,eval_onboard,no_input
250.342848,-110.480538,eval_onboard,no_input
257.678453,-111.059215,eval_onboard,no_input
265.229008,-110.404947,eval_onboard,no_input
273.000811,-110.870072,eval_onboard,no_input
281.000346,-111.821229,eval_onboard,no_input
289.234284,-111.582921,eval_onboard,no_input
297.709496,-110.878845,eval_onboard,no_input
306.433050,-112.744547,eval_onboard,no_input
315.412224,-111.976083,eval_onboard,no_input
324.654507,-109.857412,eval_onboard,no_input
334.167610,-110.265709,eval_onboard,no_input
343.959469,-110.614797,eval_onboard,no_input
354.038251,-111.556428,eval_onboard,no_input
364.412363,-110.719281,eval_onboard,no_input
375.090460,-111.703463,eval_onboard,no_input
386.081450,-111.584706,eval_onboard,no_input
397.394500,-110.115947,eval_onboard,no_input
409.039048,-111.085011,eval_onboard,no_input
421.024807,-111.881851,eval_onboard,no_input
433.361775,-111.649898,eval_onboard,no_input
446.060244,-111.356983,eval_onboard,no_input
459.130807,-111.148053,eval_onboard,no_input
472.584367,-111.542738,eval_onboard,no_input
486.432146,-110.406118,eval_onboard,no_input
500.685695,-112.008382,eval_onboard,no_input
515.356906,-110.591751,eval_onboard,no_input
530.458016,-111.124683,eval_onboard,no_input
546.001623,-111.981415,eval_onboard,no_input
562.000691,-111.711943,eval_onboard,no_input
578.468569,-110.841484,eval_onboard,no_input
595.418991,-110.952017,eval_onboard,no_input
612.866100,-111.263793,eval_onboard,no_input
630.824447,-111.795294,eval_onboard,no_input
649.309014,-111.855614,eval_onboard,no_input
668.335221,-111.478714,eval_onboard,no_input
687.918938,-110.693471,eval_onboard,no_input
708.076501,-111.681472,eval_onboard,no_input
728.824726,-111.004703,eval_onboard,no_input
750.180921,-111.365148,eval_onboard,no_input
772.162900,-111.732057,eval_onboard,no_input
794.789000,-111.461639,eval_onboard,no_input
818.078095,-110.988572,eval_onboard,no_input
842.049613,-111.103935,eval_onboard,no_input
866.723550,-110.782822,eval_onboard,no_input
892.120489,-111.893430,eval_onboard,no_input
918.261614,-111.237044,eval_onboard,no_input
945.168733,-88.413881,eval_onboard,no_input
972.864291,-110.885324,eval_onboard,no_input
1001.371391,-111.422828,eval_onboard,no_input
1030.713812,-110.966144,eval_onboard,no_input
1060.916032,-111.138430,eval_onboard,no_input
1092.003245,-111.443382,eval_onboard,no_input
1124.001383,-111.533462,eval_onboard,no_input
1156.937137,-111.444301,eval_onboard,no_input
1190.837983,-111.253212,eval_onboard,no_input
1225.732199,-110.672368,eval_onboard,no_input
1261.648894,-94.651229,eval_onboard,no_input
1298.618029,-112.064066,eval_onboard,no_input
1336.670442,-111.138070,eval_onboard,no_input
1375.837875,-111.537235,eval_onboard,no_input
1416.153002,-111.382633,eval_onboard,no_input
1457.649452,-110.826695,eval_onboard,no_input
1500.361842,-111.829710,eval_onboard,no_input
1544.325799,-111.281249,eval_onboard,no_input
1589.577999,-111.386169,eval_onboard,no_input
1636.156190,-111.119768,eval_onboard,no_input
1684.099226,-111.408879,eval_onboard,no_input
1733.447100,-111.473024,eval_onboard,no_input
1784.240977,-110.858266,eval_onboard,no_input
1836.523229,-111.732570,eval_onboard,no_input
1890.337467,-99.458456,eval_onboard,no_input
1945.728583,-111.292352,eval_onboard,no_input
2002.742782,-111.230427,eval_onboard,no_input
2061.427625,-111.116136,eval_onboard,no_input
2121.832065,-111.567148,eval_onboard,no_input
2184.006490,-110.831192,eval_onboard,no_input
2248.002765,-111.283153,eval_onboard,no_input
2313.874274,-111.436733,eval_onboard,no_input
2381.675966,-111.337418,eval_onboard,no_input
2451.464399,-111.432976,eval_onboard,no_input
2523.297789,-107.340736,eval_onboard,no_input
2597.236057,-111.142933,eval_onboard,no_input
2673.340883,-111.576974,eval_onboard,no_input
2751.675750,-111.125163,eval_onboard,no_input
2832.306004,-101.793833,eval_onboard,no_input
2915.298905,-111.211133,eval_onboard,no_input
3000.723683,-111.227439,eval_onboard,no_input
3088.651599,-107.541586,eval_onboard,no_input
3179.155999,-111.143998,eval_onboard,no_input
3272.312380,-111.301817,eval_onboard,no_input
3368.198452,-111.657869,eval_onboard,no_input
3466.894200,-111.325053,eval_onboard,no_input
3568.481954,-111.753570,eval_onboard,no_input
3673.046457,-111.157273,eval_onboard,no_input
3780.674934,-103.182704,eval_onboard,no_input
3891.457165,-111.251950,eval_onboard,no_input
4005.485564,-111.436655,eval_onboard,no_input
4122.855250,-111.320606,eval_onboard,no_input
4243.664130,-111.545819,eval_onboard,no_input
4368.012981,-106.636341,eval_onboard,no_input
4496.005531,-111.466552,eval_onboard,no_input
4627.748549,-107.702982,eval_onboard,no_input
4763.351932,-111.328864,eval_onboard,no_input
4902.928797,-110.996906,eval_onboard,no_input
5046.595577,-109.599331,eval_onboard,no_input
5194.472115,-111.321322,eval_onboard,no_input
5346.681766,-111.193679,eval_onboard,no_input
5503.351500,-110.922171,eval_onboard,no_input
5664.612008,-104.535208,eval_onboard,no_input
5830.597810,-111.312013,eval_onboard,no_input
6001.447367,-111.262279,eval_onboard,no_input
6177.303198,-110.897040,eval_onboard,no_input
6358.311998,-111.185998,eval_onboard,no_input
6544.624761,-110.983434,eval_onboard,no_input
6736.396904,-111.359249,eval_onboard,no_input
6933.788400,-109.013851,eval_onboard,no_input
7136.963909,-111.518903,eval_onboard,no_input
7346.092914,-111.610328,eval_onboard,no_input
7561.349867,-110.248976,eval_onboard,no_input
7782.914330,-111.380350,eval_onboard,no_input
8010.971128,-109.853130,eval_onboard,no_input
8245.710500,-111.570261,eval_onboard,no_input
8487.328260,-111.486545,eval_onboard,no_input
8736.025961,-111.662012,eval_onboard,no_input
8992.011061,-111.579403,eval_onboard,no_input
9255.497097,-111.422895,eval_onboard,no_input
9526.703863,-111.756740,eval_onboard,no_input
9805.857594,-111.807788,eval_onboard,no_input
10093.191154,-111.801656,eval_onboard,no_input
10388.944230,-111.781913,eval_onboard,no_input
10693.363532,-111.659119,eval_onboard,no_input
11006.703001,-111.710749,eval_onboard,no_input
11329.224017,-111.597668,eval_onboard,no_input
11661.195620,-111.679229,eval_onboard,no_input
12002.894734,-111.488782,eval_onboard,no_input
12354.606395,-111.572497,eval_onboard,no_input
12716.623996,-111.654290,eval_onboard,no_input
13089.249521,-111.566380,eval_onboard,no_input
13472.793808,-111.569074,eval_onboard,no_input
13867.576801,-111.423407,eval_onboard,no_input
14273.927818,-111.750793,eval_onboard,no_input
14692.185828,-111.825879,eval_onboard,no_input
15122.699734,-111.797268,eval_onboard,no_input
15565.828661,-111.933532,eval_onboard,no_input
16021.942256,-110.971576,eval_onboard,no_input
16491.420999,-112.004935,eval_onboard,no_input
16974.656520,-112.144876,eval_onboard,no_input
17472.051922,-112.128948,eval_onboard,no_input
17984.022122,-111.970571,eval_onboard,no_input
18510.994194,-111.970288,eval_onboard,no_input
19053.407727,-111.978047,eval_onboard,no_input
19611.715189,-111.873560,eval_onboard,no_input
20186.382308,-112.008407,eval_onboard,no_input
20777.888460,-112.071176,eval_onboard,no_input
21386.727064,-112.219159,eval_onboard,no_input
20.290907,-96.094989,eval_onboard,minus10_dbv
20.885476,-94.894000,eval_onboard,minus10_dbv
21.497467,-96.520567,eval_onboard,minus10_dbv
22.127391,-97.386344,eval_onboard,minus10_dbv
22.775773,-98.145183,eval_onboard,minus10_dbv
23.443154,-98.361000,eval_onboard,minus10_dbv
24.130091,-98.955061,eval_onboard,minus10_dbv
24.837156,-97.210378,eval_onboard,minus10_dbv
25.564940,-98.580003,eval_onboard,minus10_dbv
26.314050,-96.388438,eval_onboard,minus10_dbv
27.085111,-98.744531,eval_onboard,minus10_dbv
27.878765,-99.327088,eval_onboard,minus10_dbv
28.695675,-98.352675,eval_onboard,minus10_dbv
29.536523,-94.958131,eval_onboard,minus10_dbv
30.402009,-96.671704,eval_onboard,minus10_dbv
31.292856,-99.917705,eval_onboard,minus10_dbv
32.209807,-98.713086,eval_onboard,minus10_dbv
33.153626,-101.915731,eval_onboard,minus10_dbv
34.125101,-98.772470,eval_onboard,minus10_dbv
35.125043,-98.010134,eval_onboard,minus10_dbv
36.154286,-101.832166,eval_onboard,minus10_dbv
37.213687,-96.889477,eval_onboard,minus10_dbv
38.304131,-98.597378,eval_onboard,minus10_dbv
39.426528,-94.608103,eval_onboard,minus10_dbv
40.581813,-72.040113,eval_onboard,minus10_dbv
41.770951,-98.585194,eval_onboard,minus10_dbv
42.994934,-101.259200,eval_onboard,minus10_dbv
44.254781,-103.758464,eval_onboard,minus10_dbv
45.551545,-103.017621,eval_onboard,minus10_dbv
46.886308,-104.511958,eval_onboard,minus10_dbv
48.260181,-104.147080,eval_onboard,minus10_dbv
49.674312,-103.654444,eval_onboard,minus10_dbv
51.129881,-103.171366,eval_onboard,minus10_dbv
52.628101,-104.724364,eval_onboard,minus10_dbv
54.170222,-103.797468,eval_onboard,minus10_dbv
55.757531,-106.035110,eval_onboard,minus10_dbv
57.391351,-107.466410,eval_onboard,minus10_dbv
59.073046,-104.653801,eval_onboard,minus10_dbv
60.804018,-103.285751,eval_onboard,minus10_dbv
62.585712,-106.154790,eval_onboard,minus10_dbv
64.419613,-105.853385,eval_onboard,minus10_dbv
66.307252,-106.796173,eval_onboard,minus10_dbv
68.250203,-106.794662,eval_onboard,minus10_dbv
70.250086,-106.192832,eval_onboard,minus10_dbv
72.308571,-104.816320,eval_onboard,minus10_dbv
74.427374,-104.183457,eval_onboard,minus10_dbv
76.608262,-104.534112,eval_onboard,minus10_dbv
78.853056,-79.970423,eval_onboard,minus10_dbv
81.163627,-104.208119,eval_onboard,minus10_dbv
83.541903,-103.504997,eval_onboard,minus10_dbv
85.989867,-104.851831,eval_onboard,minus10_dbv
88.509563,-105.905971,eval_onboard,minus10_dbv
91.103091,-103.942591,eval_onboard,minus10_dbv
93.772615,-105.802807,eval_onboard,minus10_dbv
96.520362,-107.259986,eval_onboard,minus10_dbv
99.348625,-104.404257,eval_onboard,minus10_dbv
102.259762,-106.187966,eval_onboard,minus10_dbv
105.256202,-108.958969,eval_onboard,minus10_dbv
108.340444,-108.606715,eval_onboard,minus10_dbv
111.515061,-110.022169,eval_onboard,minus10_dbv
114.782702,-108.994702,eval_onboard,minus10_dbv
118.146092,-103.792304,eval_onboard,minus10_dbv
121.608036,-103.984495,eval_onboard,minus10_dbv
125.171424,-110.316790,eval_onboard,minus10_dbv
128.839227,-108.669833,eval_onboard,minus10_dbv
132.614504,-110.151844,eval_onboard,minus10_dbv
136.500406,-107.783527,eval_onboard,minus10_dbv
140.500173,-105.763064,eval_onboard,minus10_dbv
144.617142,-107.994978,eval_onboard,minus10_dbv
148.854748,-107.183406,eval_onboard,minus10_dbv
153.216525,-107.586528,eval_onboard,minus10_dbv
157.706112,-106.530356,eval_onboard,minus10_dbv
162.327254,-86.700996,eval_onboard,minus10_dbv
167.083805,-108.592883,eval_onboard,minus10_dbv
171.979734,-107.958459,eval_onboard,minus10_dbv
177.019125,-109.026890,eval_onboard,minus10_dbv
182.206182,-108.713967,eval_onboard,minus10_dbv
187.545230,-108.783076,eval_onboard,minus10_dbv
193.040725,-108.544989,eval_onboard,minus10_dbv
198.697250,-88.476666,eval_onboard,minus10_dbv
204.519524,-106.945032,eval_onboard,minus10_dbv
210.512403,-108.178099,eval_onboard,minus10_dbv
216.680888,-109.093509,eval_onboard,minus10_dbv
223.030122,-107.718802,eval_onboard,minus10_dbv
229.565404,-109.022653,eval_onboard,minus10_dbv
236.292183,-109.134729,eval_onboard,minus10_dbv
243.216073,-108.626776,eval_onboard,minus10_dbv
250.342848,-109.081174,eval_onboard,minus10_dbv
257.678453,-108.325467,eval_onboard,minus10_dbv
265.229008,-107.921129,eval_onboard,minus10_dbv
273.000811,-108.630648,eval_onboard,minus10_dbv
281.000346,-90.428293,eval_onboard,minus10_dbv
289.234284,-109.881464,eval_onboard,minus10_dbv
297.709496,-109.092723,eval_onboard,minus10_dbv
306.433050,-111.494785,eval_onboard,minus10_dbv
315.412224,-91.574803,eval_onboard,minus10_dbv
324.654507,-108.011423,eval_onboard,minus10_dbv
334.167610,-108.781881,eval_onboard,minus10_dbv
343.959469,-108.768533,eval_onboard,minus10_dbv
354.038251,-110.043140,eval_onboard,minus10_dbv
364.412363,-107.802790,eval_onboard,minus10_dbv
375.090460,-108.925995,eval_onboard,minus10_dbv
386.081450,-108.979672,eval_onboard,minus10_dbv
397.394500,-92.209730,eval_onboard,minus10_dbv
409.039048,-108.689382,eval_onboard,minus10_dbv
421.024807,-109.618113,eval_onboard,minus10_dbv
433.361775,-93.277153,eval_onboard,minus10_dbv
446.060244,-108.568333,eval_onboard,minus10_dbv
